main/loss,main/nll,lr,epoch,iteration,elapsed_time,validation/main/loss,validation/main/nll
422.34358978271484,422.34358978271484,0.0009962171541068436,4,380,266.862884766,,
331.74340476989744,331.74340476989744,0.0009961175368742913,4,390,272.688748603,,
179.63511810302734,179.63511810302734,0.000996017929603014,4,400,279.04393620199994,,
209.57394561767578,209.57394561767578,0.0009959183322920155,4,410,285.20710206700005,,
152.12178001403808,152.12178001403808,0.0009958187449402994,5,420,293.37648415800004,987.6065549850464,987.6065549850464
127.58266916275025,127.58266916275025,0.0009957191675468709,5,430,302.4616380719999,,
161.26787672042846,161.26787672042846,0.0009956196001107333,5,440,308.80893196500006,,
275.1268314361572,275.1268314361572,0.0009955200426308916,5,450,315.65053169299995,,
200.7611234664917,200.7611234664917,0.00099542049510635,5,460,322.7902029480001,,
302.9459743499756,302.9459743499756,0.0009953209575361127,5,470,328.953270362,,
219.26890239715576,219.26890239715576,0.0009952214299191848,5,480,334.7081832199999,,
187.65690364837647,187.65690364837647,0.0009951219122545703,5,490,340.5853994460001,,
144.50507583618165,144.50507583618165,0.0009950224045412745,5,500,345.8494951360001,,
210.8739933013916,210.8739933013916,0.000994922906778302,6,510,358.8209522479999,295.87155199050903,295.87155199050903
153.99019622802734,153.99019622802734,0.000994823418964658,6,520,364.9207500980001,,
286.93018569946287,286.93018569946287,0.0009947239410993485,6,530,372.47279873,,
121.49580879211426,121.49580879211426,0.0009946244731813773,6,540,379.10782992400004,,
274.2780364990234,274.2780364990234,0.0009945250152097504,6,550,384.6745221030001,,
174.36153564453124,174.36153564453124,0.0009944255671834729,6,560,391.79234338800006,,
330.8430744171143,330.8430744171143,0.0009943261291015509,6,570,397.823295938,,
405.8065216064453,405.8065216064453,0.0009942267009629894,6,580,403.93093730400005,,
440.7711471557617,440.7711471557617,0.0009941272827667942,7,590,415.2709318730001,2918.646453857422,2918.646453857422
493.42899627685546,493.42899627685546,0.000994027874511971,7,600,421.722586999,,
405.48026542663575,405.48026542663575,0.0009939284761975263,7,610,429.58770029900006,,
309.40271377563477,309.40271377563477,0.0009938290878224658,7,620,436.5199170159999,,
430.13365173339844,430.13365173339844,0.0009937297093857958,7,630,442.159347065,,
178.62962894439698,178.62962894439698,0.0009936303408865223,7,640,448.1141369889999,,
306.65051155090333,306.65051155090333,0.0009935309823236513,7,650,454.41204031200004,,
379.38878402709963,379.38878402709963,0.0009934316336961896,7,660,460.91272325900013,,
317.2147346496582,317.2147346496582,0.0009933322950031439,7,670,464.8031131330001,,
364.061308836937,364.061308836937,0.00099323296624352,8,680,478.2296614520001,1732.788459777832,1732.788459777832
214.2912452697754,214.2912452697754,0.000993133647416325,8,690,484.50254572400013,,
202.41178970336915,202.41178970336915,0.000993034338520566,8,700,492.2492916860001,,
282.849889755249,282.849889755249,0.0009929350395552496,8,710,499.21670102100006,,
427.18766632080076,427.18766632080076,0.0009928357505193828,8,720,504.8846938920001,,
271.12897033691405,271.12897033691405,0.0009927364714119732,8,730,511.1286573,,
220.5956657409668,220.5956657409668,0.000992637202232027,8,740,516.897508114,,
270.61800212860106,270.61800212860106,0.0009925379429785524,8,750,522.848848807,,
258.920092010498,258.920092010498,0.000992438693650557,9,760,534.7931967270001,332.55776023864746,332.55776023864746
469.83229064941406,469.83229064941406,0.0009923394542470474,9,770,541.5886897360001,,
358.972102355957,358.972102355957,0.0009922402247670317,9,780,548.30187024,,
197.539501953125,197.539501953125,0.0009921410052095175,9,790,555.7594371810001,,
442.8262065887451,442.8262065887451,0.0009920417955735128,9,800,562.197524574,,
244.00314559936524,244.00314559936524,0.0009919425958580248,9,810,568.198300944,,
385.74019927978514,385.74019927978514,0.000991843406062062,9,820,574.1458327370001,,
263.092098236084,263.092098236084,0.0009917442261846328,9,830,579.881816349,,
215.96227893829345,215.96227893829345,0.000991645056224745,10,840,588.4701478970001,442.976957321167,442.976957321167
