main/loss,main/nll,lr,epoch,iteration,elapsed_time,validation/main/loss,validation/main/nll
1569.5577117919922,1569.5577117919922,0.0009999100035999167,0,10,9.254207516000065,,
920.2956039428711,920.2956039428711,0.000999810017099032,0,20,15.867691299000057,,
1142.1320922851562,1142.1320922851562,0.0009997100405963481,0,30,21.82770179199997,,
681.1779251098633,681.1779251098633,0.000999610074090864,0,40,27.607660373000044,,
683.4585037231445,683.4585037231445,0.0009995101175815809,0,50,34.109881954,,
487.2800380706787,487.2800380706787,0.0009994101710674988,0,60,41.429281108000055,,
1076.3172180175782,1076.3172180175782,0.0009993102345476183,0,70,47.149724683000045,,
814.1088317871094,814.1088317871094,0.00099921030802094,0,80,51.733693395000046,,
683.9715576171875,683.9715576171875,0.0009991103914864653,1,90,64.390822953,1702.1526794433594,1702.1526794433594
649.6280227661133,649.6280227661133,0.000999010484943194,1,100,71.310367724,,
610.7814186096191,610.7814186096191,0.0009989105883901274,1,110,78.49644942200007,,
563.0553466796875,563.0553466796875,0.0009988107018262667,1,120,84.54291816600005,,
514.3460144042969,514.3460144042969,0.000998710825250613,1,130,90.00477973099999,,
628.9102157592773,628.9102157592773,0.000998610958662167,1,140,95.99417180199998,,
459.73830261230466,459.73830261230466,0.0009985111020599307,1,150,101.45445869600007,,
705.4063385009765,705.4063385009765,0.0009984112554429052,1,160,108.81170213000007,,
493.1920227050781,493.1920227050781,0.000998311418810092,2,170,119.93915258599998,695.9993190765381,695.9993190765381
594.3679016113281,594.3679016113281,0.000998211592160493,2,180,126.05409147199998,,
568.106723022461,568.106723022461,0.0009981117754931095,2,190,133.21337915699996,,
407.2332397460938,407.2332397460938,0.000998011968806944,2,200,139.526313126,,
621.9616424560547,621.9616424560547,0.0009979121721009976,2,210,147.06473481500007,,
511.6515426635742,511.6515426635742,0.000997812385374273,2,220,153.464079018,,
716.4928894042969,716.4928894042969,0.000997712608625772,2,230,159.586219004,,
468.1860046386719,468.1860046386719,0.0009976128418544969,2,240,165.55191084,,
480.4346298217773,480.4346298217773,0.00099751308505945,2,250,169.68643084200005,,
412.5918846130371,412.5918846130371,0.0009974133382396335,3,260,182.84193640700005,1162.9024848937988,1162.9024848937988
254.56988410949708,254.56988410949708,0.0009973136013940506,3,270,189.912381569,,
322.2204116821289,322.2204116821289,0.0009972138745217031,3,280,196.8508502950001,,
331.3405529022217,331.3405529022217,0.000997114157621594,3,290,203.00339438600008,,
298.61878814697263,298.61878814697263,0.0009970144506927265,3,300,208.73979708000002,,
465.1380027770996,465.1380027770996,0.0009969147537341031,3,310,215.88792912999997,,
206.72922887802125,206.72922887802125,0.000996815066744727,3,320,221.54753030400002,,
306.63738479614256,306.63738479614256,0.000996715389723601,3,330,227.71081649300004,,
351.2402736663818,351.2402736663818,0.0009966157226697291,4,340,239.45324696800003,2163.356716156006,2163.356716156006
234.8008804321289,234.8008804321289,0.0009965160655821138,4,350,245.81874839900001,,
369.66568145751955,369.66568145751955,0.0009964164184597583,4,360,253.5061252160001,,
382.09250793457034,382.09250793457034,0.0009963167813016674,4,370,260.499957088,,
